Address,Name Tag,Balance,Percentage,Txn Count
"0xf3173cadaf5274a03ba2d3baa5366166fa1ce32e","","12,270.933294 ETH","0.01018797%","97"
"0xaec27ce2133e82d052520afb5c576d9f7eb93ed2","","12,250.06983835 ETH","0.01017065%","141"
"0x06425f63a23a87e4928bc490dc7459f8e6b014a8","","12,230.66787841 ETH","0.01015454%","3,667"
"0xdf7516a977b7485a68a17cb98961fdc3d97c71b9","","12,210.9111436 ETH","0.01013814%","83"
"0x21346283a31a5ad10fa64377e77a8900ac12d469","iEXEC: MultiSig","12,199.92794052 ETH","0.01012902%","178"
"0x7f34f6f298318c635256be78edcfae096137b4cb","","12,199.88987606 ETH","0.01012899%","4"
"0xe2f455993c24f6c0d49d30c1e56de95d314a0a6a","","12,165.53213808 ETH","0.01010046%","9"
"0xa408e7e8fc70ded5c9453f401901f744df6d7b11","","12,146.66163674 ETH","0.01008479%","26"
"0xcb979b2246c7bcdaca2c241bf3cea2c547cf671c","","12,128.38916696 ETH","0.01006962%","2"
"0x410e226dfbf394b24a1ff599606c8894eb5d4596","","12,011.62000134 ETH","0.00997267%","72"
"0x03b51bf1e67f976107ce9446f5694ca1685e6c5a","","12,006.88866528 ETH","0.00996875%","2"
"0xf7f741e29828da8500a5daae6a348008fe3a5816","","12,000.51057723 ETH","0.00996345%","46"
"0x31aa4198aba25afa719d9ef634c9d24d3e81d99f","","12,000.00027437 ETH","0.00996303%","61"
"0x0e6dfd553b2e873d2aec15bd5fbb3f8472d8d394","","12,000 ETH","0.00996303%","2"
"0x8707d70c64007a1f095bcda3fbd3f6fbd97089e8","","11,999.996325 ETH","0.00996302%","3"
"0x3bd664377f17c95818ca8a51b2ca9c94054946c7","","11,995.60187851 ETH","0.00995937%","58"
"0x9fb78e222c3a2e05836aecd1cbc2cdb1847cbaf5","","11,951.05304798 ETH","0.00992239%","1"
"0xa1e9f15baec5aa21ddb40ff0234d54c434810fa5","","11,926.86004052 ETH","0.00990230%","673"
"0x1ad9443a38be75b2ffd191167fa6c3b13629fe13","","11,913.374659 ETH","0.00989111%","2"
"0x182e1259ef6ee45dc811132ef4ba5871f1536822","Bitstamp 12","11,900 ETH","0.00988000%","0"
"0x3ad2fcd6a2ce246e890826c9bcca20f06ce11083","","11,884.01 ETH","0.00986673%","1"
"0x37668560ee719c397af89c5849d00c3c262246a7","","11,876.855559 ETH","0.00986079%","2"
"0x581ac42783f3e6b273da01da3c7576acf8fc0d47","","11,840.63718358 ETH","0.00983071%","1"
"0x1887746f1f939b25cb675069419efdad978f49e1","","11,827.74814345 ETH","0.00982001%","5"
"0x073ebe9bfab95e4b0057c05fb3d20c35ab71f279","","11,806.75943574 ETH","0.00980259%","4"
"0xbe8b60c160204a37e0380c30574f1d6e6cfb9564","","11,795.08238506 ETH","0.00979289%","4"
"0xca02c1155311ffe056b6337c3fc06dac339c3a86","","11,791.85229721 ETH","0.00979021%","623"
"0xa18359512bb3802ba096f8d2c9549cb4152592e2","","11,789.84796517 ETH","0.00978855%","5"
"0xaf3aa7b4cecb92995cd240a849c9dae70e09186d","","11,781.267 ETH","0.00978142%","2"
"0x94c0c3e68bd80b79e3467a87bcaed20f72164511","","11,776.22444641 ETH","0.00977724%","9"
"0xb00394c071f1835fd3561a51c97869acdb229066","","11,746.19426374 ETH","0.00975230%","1"
"0xe5928c550b8d5b196db62687bef741ed627907fc","","11,723.66364887 ETH","0.00973360%","80"
"0x168ae36b4386cea14475faa41498a0ea63c67dd7","","11,717.21571973 ETH","0.00972824%","36"
"0x12da64f9c7b4e9a73f9e177cd18c40cf307306f4","","11,665.80232548 ETH","0.00968556%","8"
"0xbfc9c5878245fb9fe49c688a9c554cba1fae71fa","","11,650.08162532 ETH","0.00967251%","14"
"0xc07582a7d47aa748de45b526839a4ed505c6c370","","11,628.465924 ETH","0.00965456%","13"
"0xcc5e414f1e06a74e707a8fcca0438448f5353e3e","","11,620.569559 ETH","0.00964800%","2"
"0xa00776491b80e483789e620fe81658a120ee65a5","","11,599.998908 ETH","0.00963092%","4"
"0x49c737359364809b86ac0c482542210f433b79fb","","11,579.726451 ETH","0.00961409%","11"
"0x6262998ced04146fa42253a5c0af90ca02dfd2a3","Crypto.com","11,576.72924844 ETH","0.00961160%","1,183,151"
"0x5a0e2ff2741bd58d9547b05e4515c9a0719a1282","","11,560.25308197 ETH","0.00959793%","6"
"0x20fcb7b4e103ec482645e15715c8a2e7a437fbd6","","11,558.14313074 ETH","0.00959617%","2"
"0xf42c318dbfbaab0eee040279c6a2588fa01a961d","","11,539.5 ETH","0.00958069%","4,776"
"0x09b788cfc3c109540425d998b1004f79874e6971","","11,537.78073207 ETH","0.00957927%","1,486"
"0x7ee370ea56e541c5a04bef3c917595aa2f4d9153","","11,530.8356989 ETH","0.00957350%","4"
"0x0e2f20bbb63826b87ef1a6c8ff5d5d499e804302","","11,529.31774982 ETH","0.00957224%","1"
