Address,Name Tag,Balance,Percentage,Txn Count
"0x99072e1422377d808d5599a78aa7e772b988c0fb","","15,000.0048427 ETH","0.01245379%","21"
"0x44b53564b95530a0bc708900089e685eef12fa6e","","15,000.004839 ETH","0.01245379%","28"
"0xc0c847b14965df7e7eaa003ea987c6187211d85f","","15,000.004619 ETH","0.01245379%","23"
"0x52da49c343df2d1880ec79df9c89a962afc8691d","","15,000.00441037 ETH","0.01245379%","20"
"0x85d2ca2f020673712e4d3f641f33f6c09cd9d983","","14,998.99790165 ETH","0.01245295%","2"
"0x76647c5a02f8383bf39b172cf317a4d0547d7199","","14,967.72040512 ETH","0.01242698%","90"
"0xee136c0389733849dd710ac7104e92c6bf497574"," MEXC 4","14,963.6 ETH","0.01242356%","7"
"0x3c7a5f2795e73d2b94a9120a643f608cfc45c935","","14,956.92570595 ETH","0.01241802%","13"
"0x1ad1eb01ac0409ddd3b3c17ce1d4c83f3236a3cb","Grayscale: Ethereum Mini Trust 4","14,941 ETH","0.01240480%","2"
"0x782699c2eee62027e118c804537315d5d105c3aa","","14,918.97840177 ETH","0.01238651%","5"
"0x77179080c8f265a93e25ae29b99446c5eb2d4558","","14,844.21215806 ETH","0.01232444%","25"
"0xcddf488f1c826160ee832d4f1492f00cf8557ff6","Bitstamp 39","14,842.48001114 ETH","0.01232300%","168"
"0x79ae275870d33b9c1786efae29241391a89f2f21","","14,808.47396924 ETH","0.01229477%","77"
"0x305dcaea67a9d4152e54e68060c89db05fd67a7b","","14,802.85638601 ETH","0.01229010%","566"
"0xde10c6efc46f751c962b647153d5cc777384f386","","14,743.00114399 ETH","0.01224041%","12"
"0xadec0cdc6adabe44f461b48358d4a8d3a7d62a95","","14,733.23 ETH","0.01223230%","65"
"0x9d8b6e761fdead614bd1fbbb9f03d558a526c676","Grayscale: Ethereum Mini Trust 7","14,730.38566982 ETH","0.01222993%","19"
"0xc073f502e033185d211b2fd339706ce44e6f1054","","14,699.9119239 ETH","0.01220463%","6"
"0x4fa0d17790939c67f8e8e31146cdc0d9f031f955","","14,656.6685045 ETH","0.01216873%","16"
"0x5be9a4959308a0d0c7bc0870e319314d8d957dbb","World Liberty: Multisig","14,633.28328652 ETH","0.01214932%","45"
"0xabea9132b05a70803a4e85094fd0e1800777fbef","zkSync","14,630.90434896 ETH","0.01214734%","1,936,803"
"0x037ca5ca8b5acfeb335b4aa389f08c325a62cd2d","","14,605.68171613 ETH","0.01212640%","6"
"0xc3350595ed42ebe94556277bc77d257c76065291","","14,572.9359101 ETH","0.01209921%","29"
"0xcace62287b7794a8fa7b4daf45f0d037434c54db","","14,530.29753933 ETH","0.01206381%","8"
"0x327eb8aa24e09be3fb7af5844657870d513687c5","Grayscale: Ethereum Mini Trust 11","14,509.7232279 ETH","0.01204673%","4"
"0x32fac51beffb058486ecff26ea6be364efb68aac","","14,500.00595696 ETH","0.01203866%","6"
"0x3ac33007a231851aadce52291fd4858e11a10ca3","","14,455.972 ETH","0.01200210%","10"
"0x15c126f55a48e4fee27f864d477e8f175ce80284","","14,437.75 ETH","0.01198697%","32"
"0xa3c5836644cfe5fd1bbb68cf35c42cec6b634559","","14,417.42851008 ETH","0.01197010%","481"
"0xbe8628f850838e8683e53734aed211c8ad7be95b","","14,417.22127882 ETH","0.01196993%","3"
"0xeaa76c2c18161a31487c6205eb85671d87d7a0cc","Grayscale: Ethereum Mini Trust 9","14,399 ETH","0.01195480%","2"
"0x86523c87c8ec98c7539e2c58cd813ee9d1a08d96","","14,388.76327205 ETH","0.01194630%","95"
"0x446b86a33e2a438f569b15855189e3da28d027ba","KuCoin 38","14,362.06094469 ETH","0.01192413%","79"
"0x452962d1d9f7f0ded2e73e79c859d0140181a9f7","Grayscale: Ethereum Mini Trust 10","14,312 ETH","0.01188257%","2"
"0x21316bbecd9ac31dabbff2a6a885dd232807dfe8","Grayscale: Ethereum Mini Trust 13","14,300 ETH","0.01187261%","2"
"0x5f07d515b5897af3bedbe42d74d350a41508973e","","14,300 ETH","0.01187261%","2"
"0xdc95866ef8735ddc6b16dd94264fc068a6e51f65","","14,258.75463326 ETH","0.01183836%","5"
"0xb8da92df100b290359a2ddf3627d5d1ecdc978b1","","14,251.285 ETH","0.01183216%","2"
"0x8e279e54b04327adf57117c19bc3950d7109407c","","14,182.08095472 ETH","0.01177470%","320"
"0x625dcf6e65ddafdea28cdc2af25478df045e9c1b","","14,143.62461385 ETH","0.01174278%","126"
"0x3a2410e77a3ea976c7dcc9880527762fceee6ff3","","14,134.53068669 ETH","0.01173522%","5"
"0xeadc152ac1014ace57c6b353f89adf5faffe9d55","","14,126.53215629 ETH","0.01172858%","477"
"0x7c4ca4405041200f34e2f211cdf276948e3360c8","","14,095.99599905 ETH","0.01170323%","89"
"0xfc4e81199aa57a67a095a3bfb53520461b63b087","","14,070.38426256 ETH","0.01168197%","2"
"0xabcdebb0d9c509460eb58ad134b4f57191f640b2","","14,029.91804509 ETH","0.01164837%","63"
"0x86a68905cd1504057b00eebe41e94c1b04ee589e","","14,001.495569 ETH","0.01162477%","5"
"0x0feaaf04d371369e5e8125541304ff1c46145434","","14,000.13724207 ETH","0.01162364%","5"
"0x40ea5044b204b23076b1a5803bf1d30c0f88871a","","14,000 ETH","0.01162353%","3"
"0x113612bc3ba0ee4898b49dd20233905f2f458f62","","14,000 ETH","0.01162353%","3"
"0x21a6db6527467bc6dad54bc16e9fe2953b6794ed","","14,000 ETH","0.01162353%","3"
"0x494256e99b0f9cd6e5ebca3899863252900165c8","","14,000 ETH","0.01162353%","3"
"0x535db556ff5bdd631eb3c148e5e5ab854cfac3e8","","13,965.14419242 ETH","0.01159459%","2"
"0x389bbc79e7e01b8c044db57c0e5110f4d621b72d","","13,944.236104 ETH","0.01157723%","1"
"0x0529ea5885702715e83923c59746ae8734c553b7","","13,929.55111141 ETH","0.01156504%","285"
"0x2edc7235fbebc560f59d55f206e340102f11aca5","","13,808.44745015 ETH","0.01146449%","15"
"0x0adf1f3dfa6e9c2136f0d3b46da357c72ddb5747","","13,797.415559 ETH","0.01145533%","2"
"0x88d25610f79450993e57e56f5ea69ed030adfd9f","","13,737.284559 ETH","0.01140541%","2"
"0x9fea15dec6178cb4e197786143eb1f8760cded0a","","13,711.43146803 ETH","0.01138395%","2"
"0x3f8cff57fb4592a0ba46c66d2239486b8690842e","","13,700.85405756 ETH","0.01137516%","229"
"0x29cd45e5f1eeee413f208c67304d6872ec614636","","13,668.82062981 ETH","0.01134857%","63"
"0x98078db053902644191f93988341e31289e1c8fe","Blast: ETH Yield Manager Proxy","13,644.29821682 ETH","0.01132821%","1,293"
"0xafedf06777839d59eed3163cc3e0a5057b514399","CoinEx: Cold","13,636.86651394 ETH","0.01132204%","1,547"
"0xaf5c5f69fe15d3e338e1b12d33a23d538386b51c","","13,598.60897682 ETH","0.01129027%","41"
"0xf077b0289016cdc8a9ae8196705a37f1aefa5091","","13,597.88845906 ETH","0.01128968%","102"
"0x9e438fdbe81bf46df96ba842dbbeb8111a2d4c1b","","13,553.52144941 ETH","0.01125284%","2"
"0x5dbbc591e4fa5d9c40d23a1f6eb507b7f1e47e4c","","13,549.48570073 ETH","0.01124949%","3"
"0x6fc48de8f167456b7aa27dd4ecfabba329ea623d","Bithumb 13","13,542.98892474 ETH","0.01124410%","230,471"
"0x69a8ff64ed164ed3d757831d425fdbe904186108","","13,502.93852437 ETH","0.01121084%","80"
"0x6778c14331251bbbee71414eda389dcef4bd81b8","Bitstamp 22","13,460 ETH","0.01117519%","2"
"0x3f08f17973ab4124c73200135e2b675ab2d263d9","","13,459.7172986 ETH","0.01117496%","3,704"
"0x7fdd9c6be666561e088607bda6047feb283fb4a5","","13,451.0023475 ETH","0.01116772%","16"
"0x0000000000000000000000000000000000000000","Null: 0x000...000","13,433.27514754 ETH","0.01115301%","1,009,077"
"0x4bea288eea42c4955eb9faad2a9faf4783cbddac","","13,371.06786949 ETH","0.01110136%","38"
"0x15855bb8e1ea1d8c143a8b2a26d6e85c7e449c12","","13,342.08446362 ETH","0.01107729%","16"
"0x71729f9c29b48d49a49817f75e92cfbb2e7b5122","","13,341.19633408 ETH","0.01107656%","4"
"0xfb52f9b1ea8e27e19a50cb85dbfa16e28961363d","","13,331.1745116 ETH","0.01106824%","73"
"0x21818666ea7218fa2579146ccffb05c113fcd132","Franklin Templeton :  EZET Ethereum ETF","13,300.0031 ETH","0.01104236%","25"
