Address,Name Tag,Balance,Percentage,Txn Count
"0xb7574272dc4829c6ee6437bccd691e5735a2a9b5","","18,727.15417428 ETH","0.01554826%","0"
"0x4a34fedf244fc3b38ec51cb18a1672dfd46b96ce","","18,634.30205737 ETH","0.01547117%","2"
"0xc8519f29bd818a4f8da7c6b7c50b2a7cbc2131c0","","18,595.57012603 ETH","0.01543901%","7"
"0xab3e9f1133c597f03768510e7e65004a04c9d427","Grayscale: Ethereum Mini Trust 1","18,589.9809235 ETH","0.01543437%","10"
"0xf546c8d069e9aa511cd8c11e0951714544a0479f","","18,575.00000678 ETH","0.01542193%","6"
"0x5f397b62502e255f68382791947d54c4b2d37f09","Deribit 8","18,380.33061568 ETH","0.01526031%","2,034"
"0x6b74c3791c43b30d3822ffa70679b2a82e88f131","","18,355.41556312 ETH","0.01523962%","2"
"0x78c42af600f67483474b1fec5681e9b6938b9b4b","Grayscale: Ethereum Mini Trust 5","18,335.71185745 ETH","0.01522326%","3"
"0x0c894f942833ceacd7dd71d7a040f518b338c67d","","18,279.70843693 ETH","0.01517677%","2"
"0x5b4ccb047b982dc0eba47c5cf35f80a1aaa25544","Grayscale: Ethereum Mini Trust 16","18,229.906138 ETH","0.01513542%","3"
"0x117f55bf3c2e3bcdc7f308504480ee53f754a7ca","","18,206.23551008 ETH","0.01511577%","80"
"0x53b36141490c419fa27ecabfeb8be1ecadc82431","Bitfinex 17","18,139.48331812 ETH","0.01506035%","2"
"0x03eb9a9d211ede0c540f2abe096584809de94e2c","","18,105.97611243 ETH","0.01503253%","2"
"0x8798fabec480628d1c7ad9cfa4bcf6a619fed812","","18,089.85297091 ETH","0.01501914%","13"
"0x29aa2a311c184df32d1d73d30eb3b54ff31583c8","Grayscale: Ethereum Mini Trust 2","18,074.9779785 ETH","0.01500679%","4"
"0xaae3630edf4ad72bec20f930180cc02a566b8ad9","","18,061.59692346 ETH","0.01499568%","3"
"0x466294fed9060355b295b419cb86000fe1406e07","","17,752.85799517 ETH","0.01473935%","1,414"
"0xb7e7435db2e0f3ff01dd683609d13a082e71e645","","17,741.20442704 ETH","0.01472967%","2"
"0xea14f40846b429b6bdd013e95ac364fb1f0da051","","17,741.20441494 ETH","0.01472967%","1"
"0xdc24316b9ae028f1497c275eb9192a3ea0f67022","Lido: Curve Liquidity Farming Pool Contract","17,608.35605252 ETH","0.01461938%","74,135"
"0x7da82c7ab4771ff031b66538d2fb9b0b047f6cf9","Golem: Multisig","17,534.34334694 ETH","0.01455793%","659"
"0xaa124d00298d883d98f5983fa43fc5d7d8b367a2","","17,527.28695258 ETH","0.01455207%","2"
"0xbe776ae2e62ed017fce5c7c9f4125626d4bc5ae9","","17,502.24088993 ETH","0.01453127%","2"
"0x14fd2489f8dce14e9a14a60b23c1cb54527c2c1b","","17,500.16684552 ETH","0.01452955%","10"
"0xc76c7253592e27f090019f9949585366f799d6f7","","17,461.48967574 ETH","0.01449744%","631"
"0x818d106086958246cf57a6063eaa624481267d8e","","17,459.88250692 ETH","0.01449611%","8"
"0xe1d3a7d8d8168c0cb09ff8489c406b8c84b779f9","","17,295.57150636 ETH","0.01435969%","1"
"0xcf3dc64a2f99cd77148f0485a91933dadc4fab6c","Grayscale: Ethereum Mini Trust 6","17,274.7179262 ETH","0.01434237%","9"
"0xa8801f5b6f32537ff5290825ec4b60edb5bc4ee1","","17,267.96882 ETH","0.01433677%","1"
"0x5ee84d30c7ee57f63f71c92247ff31f95e26916b","","17,266.75184993 ETH","0.01433576%","4,663"
"0xb175e4b5458f125a6e96f0a146f20da656be5e88","","17,252.70185607 ETH","0.01432409%","428"
"0xf09f5cfe1dbbff61ff5b3879a92668a8bfd6683d","","17,222 ETH","0.01429860%","2"
"0x955a6fbca57c307da876f230f2ac0e1b15e88379","","17,196.76101035 ETH","0.01427765%","3"
"0xbd46378fab9c17f50fd45c14980155dba9c814c5","Grayscale: Ethereum Mini Trust 14","17,179.56523315 ETH","0.01426337%","3"
"0xa273834dd6c2b9959e83a1fc9afa64b56cc6d750","","17,135.23595815 ETH","0.01422657%","2"
"0x97f20e77bbe03faee3279e474bcc78981f6b8677","","17,127.05482323 ETH","0.01421977%","30"
"0xe825363f3bedabc95b2a9d42dbc73ec7b82b57d3","","17,087.25468364 ETH","0.01418673%","133"
"0x0f520e011280a6685b992d21da2138857391a387","","17,037.96449394 ETH","0.01414581%","23"
"0x451eb95b927b9281bccc79df9a459e8e94a4f985","","17,034.7784937 ETH","0.01414316%","197"
"0xd4f60a1a59e93368d265c8eedb05741e726c6d25","","17,031.04934371 ETH","0.01414007%","1,229"
"0x4a798625c037c7fa470571355e73943aef062fae","","17,012.78687087 ETH","0.01412490%","114"
"0x442491497f9ae22ce5a966cd9b85e1cc048847ac","","17,001 ETH","0.01411512%","8"
"0xddf744374b46aa980ddce4a5aa216478bf925cd1","","17,000.31265887 ETH","0.01411455%","300"
"0xf51e589bdf6aabccbda45794329f7d0574931a82","","16,999.62225413 ETH","0.01411397%","44"
"0x2a0c0dbecc7e4d658f48e01e3fa353f44050c208","IDEX","16,946.0686506 ETH","0.01406951%","9,789,956"
"0xd135913f966d874078822b06b50a645a665d9f6c","","16,934.16255711 ETH","0.01405963%","47"
"0x0cbdc0a4999a38ee9895d957133b3606a19700ec","","16,919.75002345 ETH","0.01404766%","8"
"0x81bc4a018472cf6273c18941f6b34e247f313cda","","16,880.19850588 ETH","0.01401482%","16"
"0xd9fb030a5bc34c07708609b1fbcf6c9d001eeb66","","16,749.59117647 ETH","0.01390638%","4"
"0x43c891df56dc60a0136cf0c64a0a205ff3b6bfad","","16,694.306859 ETH","0.01386048%","3"
"0xb040c766a8073fc341238bd21ca88d42b777b6ea","","16,544.81123562 ETH","0.01373637%","3"
"0xf364098e03d5c4a646154fc497793cafa5107de9","","16,495.68602334 ETH","0.01369558%","3"
"0xc7cd9d874f93f2409f39a95987b3e3c738313925","Musiconomi: MultiSig","16,475.53416533 ETH","0.01367885%","101"
"0xcfde76cea6c58ab70503db49c729717c9d0acbfb","","16,466.34368174 ETH","0.01367122%","5"
"0x0000000000a39bb272e79075ade125fd351887ac","Blur: Bidding","16,447.49680388 ETH","0.01365557%","2,184,396"
"0xe0d76d96d0dae82952dcc150b66f19a78dd5e045","","16,422.34668497 ETH","0.01363469%","109"
"0x9ee74360a880032031d47897fb5fc6077c9fe92c","","16,414.73122535 ETH","0.01362837%","100"
"0xd191287155ca6efde965bbbd3346331f0f7d518e","","16,300 ETH","0.01353311%","2"
"0x87eb003f08152b681294481dd874889877ccbaaf","","16,203.82887193 ETH","0.01345326%","1"
"0x3cc936b795a188f0e246cbb2d74c5bd190aecf18","MEXC 3","16,163.61957563 ETH","0.01341988%","156,212"
"0x36fdbe7005414fa1611330dc7e18725ed4a75600","","16,162.45123549 ETH","0.01341891%","39"
"0x301ec789faf491c743b9120a594d652fd0f93982","","16,155.18053361 ETH","0.01341287%","10"
"0x3ddedbe48923fbf9e536bf9ffb0747c9cdd39eef","","16,100.001 ETH","0.01336706%","3"
"0x33380c6fff5acd2651309629db9a71bf3f20c5ba","","16,100.001 ETH","0.01336706%","3"
"0x30511832918d8034a7bee72ef2bfee440ecbbcf6","","16,100 ETH","0.01336706%","2"
"0x3ab6a1687c1205cd9da74f079c84deb3369a6124","","16,055.177559 ETH","0.01332985%","2"
"0xd28c567f1b52119b32a3af6066c36149c2f86d12","","16,054.7091638 ETH","0.01332946%","56"
"0xda50ba5e12c01bbef277bb7261c61c5f56a77c26","","16,023.814159 ETH","0.01330381%","2"
"0x065ca01cbe3a4c16d291cad834f644344c24cf4e","","16,000.63373754 ETH","0.01328456%","38"
"0x8e352419a619e51b582399872dc41f9bbeb1f637","","16,000.00583678 ETH","0.01328404%","22"
"0xde9363fa15552ddb89d5d34376c36c0fcf914d35","","16,000 ETH","0.01328403%","3"
"0x0b7bb342f01bc9888e6a9af4a887cbf4c2dd2caf","","16,000 ETH","0.01328403%","3"
"0x4b95059fe81b1268648c52976c034b9be117d4d7","","15,999.894132 ETH","0.01328395%","5"
"0x3ac7396b9dd049cba2db72934f7e35752147e364","","15,995.23124066 ETH","0.01328008%","8"
"0xeb3b9f824c8551a58a427aeaaa1044866bb5e28e","","15,924.11695912 ETH","0.01322103%","182"
"0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511","Coinbase 5","15,923.64005815 ETH","0.01322064%","11,887,004"
