Address,Name Tag,Balance,Percentage,Txn Count
"0xc54cb22944f2be476e02decfcd7e3e7d3e15a8fb","","69,891.43943107 ETH","0.05802752%","7,384"
"0x1f72b240b6fffceba07bdaa097cc7b216a643a0f","","67,666.36564957 ETH","0.05618015%","77"
"0x3fd6b1e25200fdda352cbc911ffcd4308895a7d0","","67,666.36564957 ETH","0.05618015%","81"
"0x4e5fab20b7b83c6f557b20c820883eab0a0b343b","","67,666.36564957 ETH","0.05618015%","84"
"0xd65d71e5ecccfcf72b84cad65370626e048d1b33","","67,666.36564957 ETH","0.05618015%","72"
"0x54cee0ef273d3d08ed120b0c561c0284a4c4490e","","67,560.20060894 ETH","0.05609200%","77"
"0xecef66258cc21cb742ac34c68375b311fd3f34cc","","67,491.71031803 ETH","0.05603514%","142"
"0x92cf9066c657b1f63a7a2dc37255b31be6ef1858","","67,395.88606182 ETH","0.05595558%","236"
"0xc4d5b7c576edfbac20fa081cff79ec745193e207","","67,372.26115846 ETH","0.05593597%","224"
"0xd548dd6ccc7a563346372fa0d8cef06e1683b0e3","","67,372.2611448 ETH","0.05593597%","233"
"0xcaaad25746a0e04a3c7eff86422991b00fd3d76a","","67,372.25225665 ETH","0.05593596%","75"
"0x1e143b2588705dfea63a17f2032ca123df995ce0","QuadrigaCX 5","67,317.25769198 ETH","0.05589030%","20,829"
"0x4920f22b632bfaa40af8d39c31d9607809485952","","67,312.71205456 ETH","0.05588653%","6"
"0x47029dc4f3922706bf670d335c45550cff4f6a35","","65,857.53015957 ETH","0.05467836%","29"
"0x3262f13a39efaca789ae58390441c9ed76bc658a","","65,720.5184555 ETH","0.05456460%","57"
"0x282edab8a933bc1c02649fe3ea2842ecbe9928a7","","65,006.10053649 ETH","0.05397146%","59"
"0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5","Compound: cETH Token","64,432.44155918 ETH","0.05349517%","321,687"
"0xec6a76e74b9a5ad49eda0aa63b91c2c53cb65a9c","","63,734.30124516 ETH","0.05291554%","6"
"0x3bc643a841915a267ee067b580bd802a66001c1d","BTC Markets 1","62,314.53427697 ETH","0.05173678%","357"
"0x46f80018211d5cbbc988e853a8683501fca4ee9b","BtcTurk: Cold 1","62,086.07364614 ETH","0.05154710%","45,077"
"0x8c1fe06904a6e642b1e8c66b3ee7fac83cc46873","","60,330.81281664 ETH","0.05008979%","15"
"0x52e86988bd07447c596e9b0c7765f8500113104c","Mixin Network Exploiter 1","59,807.7106417 ETH","0.04965548%","10,116"
"0x1342a001544b8b7ae4a5d374e33114c66d78bd5f","Gatecoin Hacker 2","59,491.41000034 ETH","0.04939287%","41"
"0xd4914762f9bd566bd0882b71af5439c0476d2ff6","Gatecoin Hacker 1","59,480.51000034 ETH","0.04938382%","44"
"0x5bcd25b6e044b97dfc941b9ec4b617ec10e1abcd","","59,330.37995433 ETH","0.04925918%","171"
"0x17e5545b11b468072283cee1f066a059fb0dbf24","","59,245.69199146 ETH","0.04918886%","51,762"
"0xa43d2e05ed00c040c8422a88cb8ede921a539f92","","59,013.14018545 ETH","0.04899579%","793"
"0x998a7fd73446cd6532bf3058a270581730b27137","","58,938.03696568 ETH","0.04893343%","9"
"0xcffad3200574698b78f32232aa9d63eabd290703","Crypto.com 5","58,351.52144441 ETH","0.04844648%","1,181,858"
"0x693be1ea307e3b3826d34e96336399969898dee8","","57,812.78317867 ETH","0.04799919%","6"
"0x8c3389616404fda275cfdba0c7b0b3d1fee9ebdc","","57,624.53523682 ETH","0.04784290%","6"
"0x26648eb66f11fe2e9d7b874981e8eefe6567b9df","","57,480.98318009 ETH","0.04772371%","116"
"0x7ac0d327c18dc46f603e127b89db0a5b749dc069","","57,480.98318009 ETH","0.04772371%","23"
"0x51cab40a6895d2a5c092f3766b3b9830884b0adf","","57,001.39900033 ETH","0.04732554%","4"
"0x1e547eb395ac9c3ec41704ba85777dbcdd359de5","","56,743.53962345 ETH","0.04711145%","79"
"0xb10edd6fa6067dba8d4326f1c8f0d1c791594f13","Bitpanda 5","56,730.33126381 ETH","0.04710048%","8,063"
"0x1e2fcfd26d36183f1a5d90f0e6296915b02bcb40","Coinone 2","56,596.44927881 ETH","0.04698932%","192"
"0x308861a430be4cce5502d0a12724771fc6daf216","ether.fi: Liquidity Pool","56,237.55791351 ETH","0.04669135%","280,019"
"0x6774bcbd5cecef1336b5300fb5186a12ddd8b367","Scroll: L1 Scroll Messenger Proxy","55,983.10311726 ETH","0.04648009%","869,087"
"0x2842eb68fcd748e92acb44d82a9e315fc7dc650d","","55,592.23618538 ETH","0.04615557%","4"
"0x5770815b0c2a09a43c9e5aecb7e2f3886075b605","SwissBorg 1","55,516.99838595 ETH","0.04609311%","101,372"
"0xa90aa5a93fa074de79306e44596109dc53e01410","","55,472.87793978 ETH","0.04605648%","122"
"0x05576087d1ad92873da0a3b76e7105195935b0f5","","55,230.01533923 ETH","0.04585484%","5"
"0x7c2a289c0523e748c286a37570d2efc16d2c934e","","55,000.55305933 ETH","0.04566433%","7"
"0x8408b4ff79195dd2c1b903204b3b41becc4bb486","","53,354.87510739 ETH","0.04429800%","1,107"
"0xe3f53355cdbeaf2afafc4fc22be0a5c02570061a","","53,242.56375134 ETH","0.04420475%","4"
"0x7df24e36497dc9f6edea0a024a595a930049ee47","","53,059.89745552 ETH","0.04405309%","19"
"0xe5bb1523743d3a3c1eb6682060e3c3b0041db563","","52,449.89596829 ETH","0.04354664%","26"
"0xfe27a55a953b741daccd6606b560fc98edebf0ac","","52,345.55099001 ETH","0.04346001%","20"
