Address,Name Tag,Balance,Percentage,Txn Count
"0x878d0d68d260e265eb051688375b50b5daf7e2b0","","10,000 ETH","0.00830252%","1"
"0xf55d07aad3864b34016e31674aa7c5b3b2598a4d","","10,000 ETH","0.00830252%","1"
"0x4dc9b37e794d0ec6c2fabf59b64a421bade92b82","","10,000 ETH","0.00830252%","1"
"0x7e2a9d3b486caeed30312f5a20b02ba7b77e8e8f","","10,000 ETH","0.00830252%","1"
"0xb402f0b9d277b6c74f2d8503641b86e19eb42321","","10,000 ETH","0.00830252%","1"
"0x944b076bb5dc1f2ac3921b6df035432d1a05b707","","10,000 ETH","0.00830252%","1"
"0x67e49f57dd2b69288ba7a898466824be3c433137","","10,000 ETH","0.00830252%","1"
"0xad53b2177d517772797ad502fc436216ffe0426f","","10,000 ETH","0.00830252%","1"
"0xedbcd2e00badcc3d3d09a8a2823a3f08c1879fe3","","10,000 ETH","0.00830252%","1"
"0x14f175ba60c6be3087ac5ebe322396c99c2a2f54","","10,000 ETH","0.00830252%","1"
"0x8d1faabaf2a5d0ff33e6a74c6be290a60f8550e0","","10,000 ETH","0.00830252%","1"
"0xa0d402f74923793b0e9cc42af0928323bfad55b1","","10,000 ETH","0.00830252%","1"
"0x324be15bcf22ef6a0090e04d4164959d60e40ee1","","10,000 ETH","0.00830252%","1"
"0x639d6101e9c65d352b85b2252d82a4ae02f701a9","","10,000 ETH","0.00830252%","1"
"0xc1ac6df64f397c324a8bf570fd12e59892b18ca7","","10,000 ETH","0.00830252%","1"
"0xaebff1ff9d5b0c3e646d790c1d5f0c16c8afaa6d","","10,000 ETH","0.00830252%","1"
"0xc2b40e86178d7611d4bf906f52b0174778a8aaa9","","10,000 ETH","0.00830252%","1"
"0xff99fad518f0733765f28181252dc1f479e7fa9a","","10,000 ETH","0.00830252%","1"
"0xc5685d5dd92f9003cb5087fcdee27e7401da6d71","","10,000 ETH","0.00830252%","1"
"0x36d5868e7f1012eb45f6702b801ad6736edf6e26","","10,000 ETH","0.00830252%","1"
"0xbd96db1676c9b9136030c69a08ec93507917fcdb","","10,000 ETH","0.00830252%","1"
"0xe3ad36592f502ef926e265e4252868f5fba7ae51","","10,000 ETH","0.00830252%","1"
"0x067fc935b3e5a49978b0fc6971ba50ff3cde73c8","","10,000 ETH","0.00830252%","2"
"0x59df1ce7a32f89e58ef56090d7d81b163e6ccddb","","10,000 ETH","0.00830252%","1"
"0xdbfbadbdfc83ad032e343a4dd3515f5e1241837e","","10,000 ETH","0.00830252%","1"
"0x862a495ce4487c56f40a338de0b36b4c89594d6b","","10,000 ETH","0.00830252%","1"
