Address,Name Tag,Balance,Percentage,Txn Count
"0xa2ce66f2706c8ecc3b1b8a80bb050b156fff9b08","","10,321.75299555 ETH","0.00856966%","3"
"0x146871534fbc39fd25328daedd9225d6ff0f2535","","10,321.06327946 ETH","0.00856909%","1"
"0xa6e4173ec39b9c7468a23e71a0da11e6fb23e058","","10,320.39268946 ETH","0.00856853%","2"
"0x41ba4da465f2c9de9adf70fb7a91e510778e9af7","","10,318.6468208 ETH","0.00856708%","5"
"0x9182a3214056f0b13d9a26f54a1994f9178a8d84","","10,299.98869659 ETH","0.00855159%","101"
"0x055c8ebc495bc1363260544312cfaa9615f7fc14","","10,297.29443447 ETH","0.00854935%","1"
"0x905315602ed9a854e325f692ff82f58799beab57","Alpha Homora V2 Exploiter","10,297.01965934 ETH","0.00854912%","117"
"0xfd71c87da768207db2b8532cab368aad8cde9cc3","","10,295.16108057 ETH","0.00854758%","1"
"0xc9c9b93f742a95f35eb4c77107ffd2d72de2f687","","10,288.68787061 ETH","0.00854221%","1"
"0x38c385df37626ffc96cf59bd3f399c24be74a259","","10,269.19030599 ETH","0.00852602%","9"
"0x9bac87df4bed2b798723cb72e93b3c8b3ba848ae","","10,252.90453049 ETH","0.00851250%","17"
