Address,Name Tag,Balance,Percentage,Txn Count
"0x379825f8da776b573a63404a5c499c8a379a131f","Bitstamp 15","28,524 ETH","0.02368211%","6"
"0xb203e1170a30e68dc5b20aac08aa42619842c79e","","28,315.68643581 ETH","0.02350916%","197"
"0xf89d7b9c864f589bbf53a82105107622b35eaa40","Bybit: Hot Wallet","28,147.68022352 ETH","0.02336967%","6,472,208"
"0x24c030caf0aab4e8aea86ab913a59fa909a659d5","","28,065.48577559 ETH","0.02330143%","2"
"0x9e7972d68b9ec0980ffaca75daf7ad3ea84d9137","","27,788.15316954 ETH","0.02307117%","2"
"0xae5d3d7ad60939bc9f0a5588457b5e75fa458d2e","","27,586.48679702 ETH","0.02290374%","33"
"0xb17c443c89b0c18e53b6e25ae55297e122b30e5c","","27,450.25556456 ETH","0.02279063%","15"
"0xc8dd597fcf3c5d0b1c481201ddda275a860f4199","","27,302.13843624 ETH","0.02266766%","3"
"0x955a27306f1eb21757ccbd8daa2de82675aabc36","","27,275.95725818 ETH","0.02264592%","89"
"0xe7f13fa41185994ad813ae870a97833228ceeb01","","27,262.29889186 ETH","0.02263458%","3"
"0xa028bef2835cab01d39dc3ff34abc46a2f665bb4","","27,049.71880144 ETH","0.02245809%","350"
"0x5d0d88bcece4947cb9a9b7e102767febfdbde996","","27,026.35637809 ETH","0.02243869%","9"
"0x57757e3d981446d585af0d9ae4d7df6d64647806","","27,018.2129183 ETH","0.02243193%","1,655"
"0xd04daa65144b97f147fbc9a9b45e741df0a28fd7","","27,000.99870382 ETH","0.02241764%","90"
"0x2ebb9a5111fc3e1ce4ec0b10a9f4ea47525c1ee1","","26,842.85820421 ETH","0.02228634%","2"
"0x889edc2edab5f40e902b864ad4d7ade8e412f9b1","Lido: Withdrawal Queue","26,783.39631809 ETH","0.02223697%","107,513"
"0x3d9256ad37128e9f47b34a82e06e981719477c18","","26,765.44177485 ETH","0.02222207%","3,923"
"0x59708733fbbf64378d9293ec56b977c011a08fd2","","26,642.49745959 ETH","0.02211999%","40"
"0x517c46825fb35c273de66d71dcef0d7b63b1076b","","26,475.5966108 ETH","0.02198142%","919"
"0xebec795c9c8bbd61ffc14a6662944748f299cacf","Fee Recipient: 0xeBe...Acf","26,436.15995108 ETH","0.02194868%","203,340"
"0xb3e45b73401c0acae07751e5c062bf98639c7090","","26,338.4465181 ETH","0.02186755%","1"
"0x56eddb7aa87536c09ccc2793473599fd21a8b17f","Binance 17","26,329.41784108 ETH","0.02186006%","7,356,507"
"0x4ae51f92c4569ad0a7c0efd4084c331a1490415e","","26,253.38393204 ETH","0.02179693%","2"
"0x4976a4a02f38326660d17bf34b431dc6e2eb2327","Binance 20","26,160.85215341 ETH","0.02172010%","4,593,969"
"0x95cddecd01856aa896426bd1ee021d87f3a5c199","","26,000.158836 ETH","0.02158669%","12"
"0x63b69ff1dd735dcc4556257e63604a7087aef640","","25,885.455 ETH","0.02149146%","5"
"0x7711be4c8ce719146667e21b4829fb839f5cc28e","","25,878.65743357 ETH","0.02148581%","2"
"0x06f6bbe65d594e046971a1a0337c838e454bef33","","25,869.26935469 ETH","0.02147802%","3"
"0x8c16654e999413be8c915f8ff1decbc881511201","","25,802.08940556 ETH","0.02142224%","9"
"0x738ca94db7ce8be1c3056cd6988eb376359f3353","","25,500 ETH","0.02117143%","3"
"0xc0bc8ffc7d1339ccf81e8f4db0ca0bc82f30bbf6","","25,352.55068796 ETH","0.02104901%","78"
"0xe9b45c2973ed20285ac66966eebd52d5e0fe7362","","25,324.65541869 ETH","0.02102585%","36"
"0x01e94b2bf66297c0fc3841f3edb6f49f080a801c","","25,297.75100604 ETH","0.02100351%","4"
"0xa329e0274b764c45873346098ec9ddcec1546731","","25,201.79700712 ETH","0.02092385%","3"
"0xddbe36334fa75a371c22ecb4cef41d66061564b3","","25,173.46617744 ETH","0.02090032%","3"
"0x0017408209fd546fda8f5f5135ebfb346a7cfabf","","25,114.9998404 ETH","0.02085178%","3"
"0x17907a61ddea6dfb4f8c3f5dbcfac086303b8653","","25,075.36879997 ETH","0.02081888%","3"
"0x7c0c71d143c0ab9e1abc793b14d99b5cf8765e62","","25,071.87611934 ETH","0.02081598%","30"
"0x8c11bda622e6780ff36e5b4d887db5d186367df9","","25,000.00000544 ETH","0.02075630%","3"
"0x6f28ebf3170aa00bfdf7131a4635a04976c657ed","Bitwise: ETH Holding Address 5","25,000 ETH","0.02075630%","2"
"0x7716d9e70779ee3d2580dcca818521a85e59eec8","Bitwise: ETH Holding Address 4","25,000 ETH","0.02075630%","3"
"0x3339aad5f1a0cc95d6dee6ddf10b444f080c7cb5","Bitwise: ETH Holding Address 3","25,000 ETH","0.02075630%","1"
"0xed9258097cc80e1e6ebf2c9b132eb135c81bb4ef","Bitwise: ETH Holding Address 2","25,000 ETH","0.02075630%","2"
"0x54a679e853281a440911f72eae0e24107e9413dc","","25,000 ETH","0.02075630%","10"
"0x072b8ec96f4bd51d85d2c9507cad23d930623348","","24,990.00000889 ETH","0.02074800%","4"
"0x7b91d55b7f41cc589df8ae190f354ffa5c02980c","","24,930.39191192 ETH","0.02069851%","0"
"0xa23cbcdfafd09de2ce793d0a08f51865885be3f5","","24,871.97594574 ETH","0.02065001%","824"
"0x21a31ee1afc51d94c2efccaa2092ad1028285549","Binance 15","24,743.77897017 ETH","0.02054358%","10,831,212"
"0xb8040536958d5998ce4bec0cfc9c2204989848e9","","24,472.42001 ETH","0.02031828%","4"
"0xe4d63bdfb451227a49b6ddc047d680cc7e84b6cb","","24,458.5995789 ETH","0.02030681%","3"
