Address,Name Tag,Balance,Percentage,Txn Count
"0xa38b1d7d1add762e7a5370dc84c754095017241e","","21,694.0081 ETH","0.01801150%","1"
"0x02d3e24545ec92951e51a953b4d24068e7c6d8a4","","21,551.1891379 ETH","0.01789292%","569"
"0x183f28a5bdbd8e5c5ffa54e6b20d25f153b6379d","","21,447.99749126 ETH","0.01780725%","267"
"0xb224228b0fe71cebf95ee25339166cd626759b52","","21,321.63853528 ETH","0.01770234%","8,186"
"0xc333e80ef2dec2805f239e3f1e810612d294f771","","21,316.93033778 ETH","0.01769843%","113,021"
"0x67fad242e46bcae9c23c0ab59b7c55ae7fdff34e","","21,229.43458686 ETH","0.01762578%","4"
"0xaf25663da625032c2f486a28b6d55b8cd22b74cc","","21,108.37084332 ETH","0.01752527%","4"
"0xeb794a13dcc8710f6578070e884a20c1dde4b28d","","21,000.00000592 ETH","0.01743530%","4"
"0x92982bccb608936be803fad34c03414e888ee1de","","20,966.85375154 ETH","0.01740778%","12"
"0x830b9eba30096ee7d8b10dbe4a5912c5ba69b019","","20,917.95496412 ETH","0.01736718%","3"
"0xb909543fe81a472d5bc9af8f66b896aa3159141e","","20,800.0002 ETH","0.01726925%","8"
"0x1d5a591eebb5bcb20f440d121e4f62e8d1689997","","20,753 ETH","0.01723022%","5"
"0xcd4a584d5938a431083183055ac7a066aa3e1985","","20,644.04924384 ETH","0.01713977%","4"
"0x184f1960bafd44e8ad8d56ae91ce641678a48602","","20,594.92191672 ETH","0.01709898%","3"
"0xfc6772aa0821b06559ccd746deed5d0f95afc13d","","20,491.20030008 ETH","0.01701286%","38"
"0x6a51d95b6f9e24b4ae71fe4751b12ff87ddb19cd","","20,443.75197103 ETH","0.01697347%","55"
"0xab3c66a06a5940b811ad1d98d8b6ea5456657993","","20,398.093028 ETH","0.01693556%","9"
"0x03211daae0b65cf396945868d022bb77de22efa2","Grayscale: Ethereum Mini Trust 19","20,234.510235 ETH","0.01679975%","5"
"0xf8092d0679cc835b3d51d46163e649f2de5c680d","","20,199.682 ETH","0.01677083%","7"
"0x14bbf6493b7923284e4957fa4de9f3c2b1bab120","","20,182.74315246 ETH","0.01675677%","2"
"0x88a1493366d48225fc3cefbdae9ebb23e323ade3","","20,100.18061426 ETH","0.01668822%","129"
"0xbb71f623d964db5f3fb704fb4b2af2e8bb97c069","","20,097.97392875 ETH","0.01668639%","40"
"0x253f1e742a2cec86b0d7b306e5eacb6ccb2f8554","","20,040.00026863 ETH","0.01663825%","4"
"0x1c4b70a3968436b9a0a9cf5205c787eb81bb558c","Gate.io 3","20,027.26504684 ETH","0.01662768%","38,146"
"0xd64a2d50f8858537188a24e0f50df1681ab07ed7","","20,002.03317747 ETH","0.01660673%","29"
"0x3c8fdb4b682a6149f5c90821d9ce94940d567a7f","","20,001.03192067 ETH","0.01660590%","36"
"0x41d02938752a066fe5b69fb3f4f3efbc33aa223c","","20,000.95684911 ETH","0.01660584%","2"
"0xf770ef2e23bae5de5f7dd0cfe56fe68c8c3cfa48","","20,000.95621541 ETH","0.01660584%","5"
"0xddd5c28028db9b0474c87649f3b265f7a0af3651","","20,000.93057855 ETH","0.01660582%","3"
"0x24cc59bc6d1e5145b073a5e5aac1486d1548a7fb","","20,000.70849129 ETH","0.01660563%","4"
"0x6a7b2e0d88867ff15d207c222bebf94fa6ce8397","","20,000.402518 ETH","0.01660538%","25"
"0x3b7f0c36d59a8c9c5e4ef2210d18651b17f82d86","","20,000.3732875 ETH","0.01660535%","15"
"0x2449bfe8754b79add948bb3814aceff176b6e559","","20,000.08275527 ETH","0.01660511%","27"
"0x5608c231745fe46b9f73058cde0d86ac0ff0df38","","20,000.001278 ETH","0.01660504%","3"
"0x5ce2e7ceaaa18af0f8aafa7fbad74cc89e3cd436","","20,000.001 ETH","0.01660504%","3"
"0x0a636a76405627698880b96dc9e96b0c12aa90b9","","20,000.00013075 ETH","0.01660504%","4"
"0xe652a5404f5867ba5d9ece2b95f48b3a267f6d69","","20,000.00002171 ETH","0.01660504%","3"
"0xda0f9efb79cca7321adf4bc56fbda57232ded986","","20,000.0000144 ETH","0.01660504%","2"
"0xa3932a31d6ff75fb3b1271ace7caa7d5e1ff1051","","20,000.00001245 ETH","0.01660504%","3"
"0x93a107b4bee1c3679d42ff97d03582d2ead43fd0","","20,000.000009 ETH","0.01660504%","2"
"0x8660f250d912c528285747da47518a94e56899a6","","20,000.0000089 ETH","0.01660504%","2"
"0x84678bbe94eeec41e312cc9e557217926c6b2f6d","","20,000.0000088 ETH","0.01660504%","2"
"0x8f5e73014d00bee5f88505db1950830373911d3a","","20,000.0000077 ETH","0.01660504%","2"
"0x0dc0dd9978de3ed2a9ccd64e1a5f051050d9a55c","","20,000.00000647 ETH","0.01660504%","2"
"0xd942de4784f7a48716c0fd4b9d54a6e54c5f2f3e","","20,000 ETH","0.01660504%","2"
"0x02b6d65cb00b7b36e1fb5ed3632c4cb20a894130","","20,000 ETH","0.01660504%","2"
"0xb1cd4bdfd104489a026ec99d597307a04279f173","","20,000 ETH","0.01660504%","2"
"0x12afbcba1427a6a39e7ba4849f7ab1c4358ac31b","","20,000 ETH","0.01660504%","2"
"0x3ed847c6657a30cdb2d75d64963653bb955549df","","20,000 ETH","0.01660504%","1"
"0x53a6513a945c263fb7868e62959d55543a9f8b5e","","20,000 ETH","0.01660504%","2"
"0x809817ed1b3d124067c43c79695c816285897673","","20,000 ETH","0.01660504%","1"
"0xa6b6f509b205a199962585f094d53bd89be619fc","","20,000 ETH","0.01660504%","2"
"0x27ca5d05bb99a31c1cb793c8679f605ea58c1dd3","","20,000 ETH","0.01660504%","2"
"0xe551729730118c7114e9465f3743a73c417090a4","","20,000 ETH","0.01660504%","1"
"0x9f04ebdecb2db3b063966dd268f9d28fdf02c6d6","","20,000 ETH","0.01660504%","1"
"0x329b872573ba71bef919ae216de07158a872629d","","20,000 ETH","0.01660504%","1"
"0x083937d7b7e7620c63356fdf07bf50dcd8c61551","","20,000 ETH","0.01660504%","2"
"0x91056475a96c5bf3ede4bba4d4b856c4210b70cd","","20,000 ETH","0.01660504%","1"
"0x73e47ed13c96bbfa3301565226f7650c171c65ae","","20,000 ETH","0.01660504%","2"
"0x1514f411b9c7fcc763af4d97182b26e2df162552","","20,000 ETH","0.01660504%","1"
"0x4fdb97ed75b9e7e30601e62f7be0694f31eac8dc","","19,999.99958 ETH","0.01660504%","2"
"0x9a421241c98bbb8ae013e4a5f85e5067e3874d16","","19,999.99958 ETH","0.01660504%","1"
"0x99fb6ce36c483d1538db14c58bbb1f967ae17bc7","","19,999.99750214 ETH","0.01660504%","3"
"0x84a81673851c6c024b825fe58afbb8a5ba0d927d","","19,999.997496 ETH","0.01660504%","3"
"0x6c831c124f02ab3df986c640fb36cb70ebec0232","","19,999.9917785 ETH","0.01660504%","2"
"0x94c055e858357aaa30cf2041fa9059ce164a1f91","","19,999 ETH","0.01660421%","3"
"0xbd9ed5848af944ad0e7796101e50287ee3260426","","19,973.30423736 ETH","0.01658288%","3"
"0x2efb50e952580f4ff32d8d2122853432bbf2e204","Robinhood 2","19,957.04869054 ETH","0.01656938%","10,612"
"0xc7e9079f03a07d93e101cd4079b69283d9f47d29","Grayscale: Ethereum Mini Trust 18","19,918.81236887 ETH","0.01653764%","15"
"0xcbad44d01ae887bd0295aebf4bb0c28abfc14a17","","19,785.20307979 ETH","0.01642671%","7"
