Address,Name Tag,Balance,Percentage,Txn Count
"0x4b068fe2cee007a48db70b28047470ded49d6aba","","41,040.33589786 ETH","0.03407383%","2,070"
"0xddbd2b932c763ba5b1b7ae3b362eac3e8d40121a","","40,891.62685493 ETH","0.03395036%","44"
"0xf367ae3ec7941e5145eebe0a820da59a7df82012","","40,791.24475103 ETH","0.03386702%","11"
"0x8729dc4831577d8a30e28e264d974745d9a92335","","40,759.4616742 ETH","0.03384063%","6"
"0xd641651ed7e19a04ce536610d75b3dcaf427ad73","","40,756.60607285 ETH","0.03383826%","168"
"0x37e3bc492735d3d84f2b126cffaf4f0a95bff049","","40,635.65324137 ETH","0.03373784%","30"
"0x3b9de915fce667b90f919075c4d10067b15192a9","","40,143.26475008 ETH","0.03332903%","8"
"0xabdc9f1bcf4d19ee96591030e772c334302f7d83","","40,110 ETH","0.03330141%","3"
"0xdf1fc5523f2e5ea4f6dac2eaed3263953a391b0c","","40,107.55640473 ETH","0.03329939%","281"
"0x65f6db242a5eb6037ecbccb9fdcd9666fba8d1cc","","40,097.71037473 ETH","0.03329121%","10"
"0x2dca0e449ab646dbdfd393a96662960bcab5ae1e","","40,000.0033 ETH","0.03321009%","4"
"0xba9b0c7552e36900b434d4b593d0a4295cec36d0","","39,998.98780663 ETH","0.03320925%","6"
"0xd72fcafc43706d5854d034bf25cb96a07465c435","","39,711.91944 ETH","0.03297091%","6"
"0x78d070de6735ef2f21d0a6532a9ae254cae0aecf","","39,599.99515019 ETH","0.03287798%","29"
"0xad10a0ec7a7fdd54b9d13fa8e2ee1d5f4e94627a","VanEck: ETHV Ethereum ETF","39,571.30105736 ETH","0.03285416%","42"
"0x31173ed183e5a9450c3671018ec4d770c8a8bf18","","39,005.8385243 ETH","0.03238468%","540"
"0x790137e76f83acb16c100bddd2fa2cd2ba8a540f","","38,742.24252337 ETH","0.03216583%","2"
"0x3530210047414414622f66d8e76dc65efa4714c9","","38,580.40351427 ETH","0.03203146%","6"
"0xe49dae1271a993e1ca7206ed04e2323e3a8e2040","","38,442.60487236 ETH","0.03191706%","1"
"0x93d58cc117e0af304b5042a42c003d594500abee","","38,430.61513048 ETH","0.03190710%","15"
"0x43684d03d81d3a4c70da68febdd61029d426f042","","38,386.82376832 ETH","0.03187074%","74"
"0x7aacfab03940202ce8c37e3aed3718fe3a37b007","","38,205.65823416 ETH","0.03172033%","12"
"0x397510f7c4909eb2c30959f1470ffad7eb3869dd","","38,070.85537306 ETH","0.03160841%","88"
"0x06a0048079ec6571cd1b537418869cde6191d42d","Binance 29","37,913.56194792 ETH","0.03147782%","7"
"0x028a07979d3fed8e9459d0a84d8814087fe36a74","","37,782.76469459 ETH","0.03136922%","2,730"
"0x115ec8ea0ccd7e3e6f5369deff377ea0b3e339e2","","37,364.62237972 ETH","0.03102206%","98"
"0x0a357b3ebeab63353be1f408b9a7a476512d1833","","37,311.33968063 ETH","0.03097782%","32"
"0x04786aada9deea2150deab7b3b8911c309f5ed90","Gatecoin Hacker 4","37,257.53286551 ETH","0.03093315%","61"
"0x2eb08efb9e10d9f56e46938f28c13ecb33f67b15","","37,069.84075179 ETH","0.03077732%","86"
"0xa3307fa292b7dd2c91218d5688556ff7eb1e5f88","","37,027.52742407 ETH","0.03074218%","249"
"0x0111c0ae7b04a773b6f73d7fe65006713678f0c7","","37,000.60062 ETH","0.03071983%","63"
"0x1b1877fba975fa4cbb14bb28f2b51c21cfc6f477","","36,982.79148534 ETH","0.03070504%","2"
"0x5a85aafa7fbca99ea32df27c33b14831feeb20f9","","36,892.59184675 ETH","0.03063015%","15"
"0xe287aa11128c7db934722963325146f3efa217b5","","36,855.15700122 ETH","0.03059907%","847"
"0xefd04d371f346c04cec89568da832d45c5f1f3c6","","36,728.17944587 ETH","0.03049365%","3"
"0x74e9b764e0b14a63d11e6c1439325986f76d0984","","36,666.60032969 ETH","0.03044252%","18"
"0x240a478dca8fd4ee366c11be433fe5413b6a257f","","36,666.60032969 ETH","0.03044252%","10"
"0x9f2a6fa34ad8f0e8acdc77c24573b0324de97166","","36,276.55986684 ETH","0.03011869%","15"
"0x56be852a5fe605158ecfdbe3f3eb4070178d4899","","36,263 ETH","0.03010743%","1"
"0xdecffa6430a9b2e8aca7af813428566bb3a4151e","","35,603.38901999 ETH","0.02955979%","4"
"0x618c8f4771bb2fea91cc936a37d804863c6027d0","","35,538.88916412 ETH","0.02950624%","2"
"0xc79104b157573a322338776f56946825b06bdae3","","35,472.76757239 ETH","0.02945134%","2"
